MUTCD Code,DESCRIPTION / DISPLAY NAME,SIZE,L,W,SQ. FT.,MANUFACTURING PROCESS,SIGN SHAPE,SIGN TYPE,SHEETING,ETC SKU FOR WEBSITE,ETC SKU,TYPE,VENDOR,U/M,Unnamed: 15,Unnamed: 16,Unnamed: 17,SHEETING ABBREVIATED,Image URL,Image Source
D9-1B,TELEPHONE (____) MILE SIGN,"30""x36""",  30.00 ,  36.00 ,  7.50 ,FINISHED,RECTANGLE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/d9-1b.png,PA Highways
D9-2,HOSPITAL SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,SQUARE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/d9-2.svg,SVG
D9-2,HOSPITAL SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,SQUARE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/d9-2.svg,SVG
D9-2-2,SERVICES ARROW SIGN,"24""x12""",  24.00 ,  12.00 ,  2.00 ,FINISHED,RECTANGLE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/d9-2-2.png,PA Highways
D9-2-2,SERVICES ARROW SIGN,"30""x15""",  30.00 ,  15.00 ,  3.13 ,FINISHED,RECTANGLE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/d9-2-2.png,PA Highways
D9-3,CAMPING SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,SQUARE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/d9-3.svg,SVG
D9-3,CAMPING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,SQUARE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/d9-3.svg,SVG
D9-7,GAS SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,SQUARE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/d9-7.svg,SVG
D9-7,GAS SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,SQUARE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/d9-7.svg,SVG
D9-8,FOOD SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,SQUARE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/d9-8.svg,SVG
D9-8,FOOD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,SQUARE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/d9-8.svg,SVG
D9-9,LODGING SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,SQUARE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/d9-9.svg,SVG
D9-9,LODGING SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,SQUARE,DESTINATION AND DISTANCE,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/d9-9.svg,SVG
G20-1,LENGTH OF WORK SIGN,"60""x30""",  60.00 ,  30.00 ,  12.50 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/G20-1.jpg,ETC
G20-1,LENGTH OF WORK SIGN,"72""x36""",  72.00 ,  36.00 ,  18.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/G20-1.jpg,ETC
G20-1-2,ROAD WORK TO BEGIN NEXT WEEK SIGN,"48""x36""",  48.00 ,  36.00 ,  12.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g20-1-2.png,PA Highways
G20-15,CROSSOVER (____) FEET SIGN,"72""x36""",  72.00 ,  36.00 ,  18.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g20-15.png,PA Highways
G20-16,MAINTAIN SAFE DISTANCE BETWEEN VEHICLES SIGN,"60""x60""",  60.00 ,  60.00 ,  25.00 ,FINISHED,SQUARE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g20-16.png,PA Highways
G20-17,SINGLE LANE NEXT (__) MILES SIGN,"60""x60""",  60.00 ,  60.00 ,  25.00 ,FINISHED,SQUARE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g20-17.png,PA Highways
G20-2,END ROAD WORK SIGN,"36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/G20-2.jpg,ETC
G20-2,END ROAD WORK SIGN,"60""x24""",  60.00 ,  24.00 ,  10.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/G20-2.jpg,ETC
G20-4,PILOT CAR SIGN,"36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/g20-4.svg,SVG
G20-4-1,TURNING VEHICLES -- WAIT FOR PILOT CAR SIGN,"36""x48""",  36.00 ,  48.00 ,  12.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g20-4-1.png,PA Highways
G20-5AP,WORK ZONE PLAQUE SIGN,"24""x18""",  24.00 ,  18.00 ,  3.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g20-5ap.png,PA Highways
G20-5AP,WORK ZONE PLAQUE SIGN,"36""x24""",  36.00 ,  24.00 ,  6.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g20-5ap.png,PA Highways
G20-5AP,WORK ZONE PLAQUE SIGN,"48""x36""",  48.00 ,  36.00 ,  12.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g20-5ap.png,PA Highways
G20-6,DETOUR FOLLOW RED ARROW SIGN,"48""x30""",  48.00 ,  30.00 ,  10.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g20-6.png,PA Highways
G20-6-1,RED ARROW SIGN,"24""x12""",  24.00 ,  12.00 ,  2.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g20-6-1.png,PA Highways
G30-1,EMERGENCY PULL-OFF (__) SIGN,"96""x60""",  96.00 ,  60.00 ,  40.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g30-1.png,PA Highways
G30-2,EMERGENCY PULL-OFF ENTRANCE SIGN,"96""x60""",  96.00 ,  60.00 ,  40.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g30-2.png,PA Highways
G40-1,TEMPORARY ARROW SIGN,"72""x36""",  72.00 ,  36.00 ,  18.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g40-1.png,PA Highways
G40-1,TEMPORARY ARROW SIGN,"96""x48""",  96.00 ,  48.00 ,  32.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g40-1.png,PA Highways
G40-2,STRIPED (panel) (for G40-1) SIGN,"72""x36""",  72.00 ,  36.00 ,  18.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g40-2.png,PA Highways
G40-2,STRIPED (panel) (for G40-1) SIGN,"96""x48""",  96.00 ,  48.00 ,  32.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g40-2.png,PA Highways
G60-1,ROAD WORK INFO TUNE RADIO TO (____) AM SIGN,"120""x48""",  120.00 ,  48.00 ,  40.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g60-1.png,PA Highways
G60-1,ROAD WORK INFO TUNE RADIO TO (____) AM SIGN,"132""x60""",  132.00 ,  60.00 ,  55.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g60-1.png,PA Highways
G60-1A,URGENT MESSAGE WHEN FLASHING SIGN,"120""x24""",  120.00 ,  24.00 ,  20.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
G60-1A,URGENT MESSAGE WHEN FLASHING SIGN,"132""x36""",  132.00 ,  36.00 ,  33.00 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
G70-1,USE BOTH LANES TO MERGE POINT SIGN,"132""x42""",  132.00 ,  42.00 ,  38.50 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/g70-1.png,PA Highways
G70-2,MERGE HERE TAKE YOUR TURN SIGN,"132""x42""",  132.00 ,  42.00 ,  38.50 ,FINISHED,RECTANGLE,CONSTRUCTION AND MAINTENANCE SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
I10-1,CITY NAME SIGN,"36""x12""",  36.00 ,  12.00 ,  3.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i10-1.png,PA Highways
I10-2,BOROUGH NAME SIGN,"36""x12""",  36.00 ,  12.00 ,  3.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i10-2.png,PA Highways
I10-3,VILLAGE NAME SIGN,"36""x12""",  36.00 ,  12.00 ,  3.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i10-3.png,PA Highways
I10-4,TOWNSHIP NAME SIGN,"36""x12""",  36.00 ,  12.00 ,  3.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i10-4.png,PA Highways
I10-5,COUNTY NAME SIGN,"36""x12""",  36.00 ,  12.00 ,  3.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i10-5.png,PA Highways
I10-6,RIVER NAME SIGN,"36""x12""",  36.00 ,  12.00 ,  3.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i10-6.png,PA Highways
I10-6,RIVER NAME SIGN,"48""x24""",  48.00 ,  24.00 ,  8.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i10-6.png,PA Highways
I10-7,MUNICIPALITY NAME SIGN,"36""x12""",  36.00 ,  12.00 ,  3.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i10-7.png,PA Highways
I1-1,TRAFFIC SIGNAL SPEED SIGN,"24""x36""",  24.00 ,  36.00 ,  6.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/i1-1.svg,SVG
I-11,RECYCLING CENTER SIGN,"24""x36""",  24.00 ,  36.00 ,  6.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/i-11.svg,SVG
I12-1,SNOWMOBILE ROAD SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,SQUARE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i12-1.png,PA Highways
I12-1-1,ATV ROAD SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,SQUARE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i12-1-1.png,PA Highways
I12-1-1,ATV ROAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,SQUARE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i12-1-1.png,PA Highways
I13-2,PENNSYLVANIA WELCOMES YOU SIGN,"144""x78""",  144.00 ,  78.00 ,  78.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/i13-2.svg,SVG
I13-2,PENNSYLVANIA WELCOMES YOU SIGN,"192""x108""",  192.00 ,  108.00 ,  144.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/i13-2.svg,SVG
I13-2,PENNSYLVANIA WELCOMES YOU SIGN,"288""x144""",  288.00 ,  144.00 ,  288.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/i13-2.svg,SVG
I13-2A,WELCOME TO PENNSYLVANIA (ALTERNATE) SIGN,"48""x24""",  48.00 ,  24.00 ,  8.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i13-2a.png,PA Highways
I13-2A,WELCOME TO PENNSYLVANIA (ALTERNATE) SIGN,"72""x36""",  72.00 ,  36.00 ,  18.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i13-2a.png,PA Highways
I13-3,MOUNTAIN SUMMIT AND ELEVATION SIGN,"120""x60""",  120.00 ,  60.00 ,  50.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i13-3.png,PA Highways
I13-3,MOUNTAIN SUMMIT AND ELEVATION SIGN,"144""x60""",  144.00 ,  60.00 ,  60.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i13-3.png,PA Highways
I-13A,EMERGENCY NOTIFICATION SIGN,"30""x18""",  30.00 ,  18.00 ,  3.75 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i-13a.png,PA Highways
I14-1,KEEP PA BEAUTIFUL DO NOT LITTER SIGN,"48""x30""",  48.00 ,  30.00 ,  10.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i14-1.png,PA Highways
I14-2,KEEP PA BEAUTIFUL SYMBOL SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,SQUARE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i14-2.png,PA Highways
I14-2,KEEP PA BEAUTIFUL SYMBOL SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,SQUARE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i14-2.png,PA Highways
I14-3,KEEP PENNSYLVANIA BEAUTIFUL STATE OUTLINE SIGN,"48""x30""",  48.00 ,  30.00 ,  10.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i14-3.png,PA Highways
I14-4,LITTER FINE SIGN,"30""x24""",  30.00 ,  24.00 ,  5.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i14-4.png,PA Highways
I14-5,NO DUMPING ALLOWED SIGN,"24""x18""",  24.00 ,  18.00 ,  3.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i14-5.png,PA Highways
I14-6,BUCKLE - UP (Expressway and Freeway) SIGN,"96""x48""",  96.00 ,  48.00 ,  32.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i14-6.png,PA Highways
I14-6A,BUCKLE - UP SIGN,"24""x30""",  24.00 ,  30.00 ,  5.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i14-6a.png,PA Highways
I14-6A,BUCKLE - UP SIGN,"30""x36""",  30.00 ,  36.00 ,  7.50 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i14-6a.png,PA Highways
I15-1,PHOTO CENTER SIGN,"18""x12""",  18.00 ,  12.00 ,  1.50 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i15-1.png,PA Highways
I15-2,PHOTO CENTER PARKING SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,SQUARE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i15-2.png,PA Highways
I15-3,PHOTO DRIVERS LICENSE CENTER SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,SQUARE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i15-3.png,PA Highways
I15-4,PHOTO CENTER DIRECTIONAL ARROW SIGN,"18""x6""",  18.00 ,  6.00 ,  0.75 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i15-4.png,PA Highways
I16-1,COMMERCIAL DRIVER LICENSE TESTING SITE SIGN,"30""x18""",  30.00 ,  18.00 ,  3.75 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i16-1.png,PA Highways
I2-1,SPEED CHECK (marker) SIGN,"3""x24""",  3.00 ,  24.00 ,  0.50 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/i2-1.svg,SVG
I30-1,TRAFFIC SAFETY CHECK SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,SQUARE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i30-1.png,PA Highways
I30-1,TRAFFIC SAFETY CHECK SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,SQUARE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i30-1.png,PA Highways
I30-2,TRUCK SURVEY AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i30-2.png,PA Highways
I40-1,"ADOPT-A-HIGHWAY, NEXT 2 MILES SIGN","36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i40-1.png,PA Highways
I40-1,"ADOPT-A-HIGHWAY, NEXT 2 MILES SIGN","48""x24""",  48.00 ,  24.00 ,  8.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i40-1.png,PA Highways
I40-2,"ADOPT-A-HIGHWAY, NEXT (____) MILES SIGN","36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i40-2.png,PA Highways
I40-2,"ADOPT-A-HIGHWAY, NEXT (____) MILES SIGN","48""x24""",  48.00 ,  24.00 ,  8.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i40-2.png,PA Highways
I40-3,"ADOPT-A-HIGHWAY, INTERCHANGE AREA SIGN","36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i40-3.png,PA Highways
I40-3,"ADOPT-A-HIGHWAY, INTERCHANGE AREA SIGN","48""x24""",  48.00 ,  24.00 ,  8.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i40-3.png,PA Highways
I4-1-2,INFORMATION ARROW SIGN,"24""x12""",  24.00 ,  12.00 ,  2.00 ,FINISHED,RECTANGLE, INFORMATION SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/i4-1-2.png,PA Highways
