MUTCD Code,DESCRIPTION / DISPLAY NAME,SIZE,L,W,SQ. FT.,MANUFACTURING PROCESS,SIGN SHAPE,SIGN TYPE,SHEETING,ETC SKU FOR WEBSITE,ETC SKU,TYPE,VENDOR,U/M,Unnamed: 15,Unnamed: 16,Unnamed: 17,SHEETING ABBREVIATED,Image URL,Image Source
W22-2,TURN OFF 2-WAY RADIOS AND CELL PHONES SIGN,"48""x36""",  48.00 ,  36.00 ,  12.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w22-2.png,PA Highways
W22-3,END BLASTING ZONE SIGN,"42""x36""",  42.00 ,  36.00 ,  10.50 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w22-3.png,PA Highways
W23-101,THIS BRIDGE TO BE CLOSED FOR MAINTENANCE SIGN,"96""x48""",  96.00 ,  48.00 ,  32.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w23-101.png,PA Highways
W23-102,ROAD TO BE OILED NEXT WEEK SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w23-102.png,PA Highways
W23-103,END OF PROPOSED OILING SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w23-103.png,PA Highways
W2-3-1L,CURVE - SIDE ROAD LEFT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-3-1l.png,PA Highways
W2-3-1L,CURVE - SIDE ROAD LEFT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-3-1l.png,PA Highways
W2-3-1L,CURVE - SIDE ROAD LEFT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-3-1l.png,PA Highways
W2-3-1R,CURVE - SIDE ROAD RIGHT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-3-1r.png,PA Highways
W2-3-1R,CURVE - SIDE ROAD RIGHT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-3-1r.png,PA Highways
W2-3-1R,CURVE - SIDE ROAD RIGHT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-3-1r.png,PA Highways
W23-2,NEW TRAFFIC PATTERN AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/SVG/w23-2.svg,SVG
W2-3L,45Â° SIDE ROAD LEFT SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-3L.jpg,ETC
W2-3L,45Â° SIDE ROAD LEFT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-3L.jpg,ETC
W2-3L,45Â° SIDE ROAD LEFT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-3L.jpg,ETC
W2-3L,45Â° SIDE ROAD LEFT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-3L.jpg,ETC
W2-3R,45Â° SIDE ROAD RIGHT SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-3R.jpg,ETC
W2-3R,45Â° SIDE ROAD RIGHT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-3R.jpg,ETC
W2-3R,45Â° SIDE ROAD RIGHT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-3R.jpg,ETC
W2-3R,45Â° SIDE ROAD RIGHT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-3R.jpg,ETC
W2-4,T SYMBOL SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-4.jpg,ETC
W2-4,T SYMBOL SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-4.jpg,ETC
W2-4,T SYMBOL SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-4.jpg,ETC
W2-4,T SYMBOL SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-4.jpg,ETC
W24-1AL&W24-1A,RTWO LANE DOUBLE REVERSE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1AL&W24-1A,RTWO LANE DOUBLE REVERSE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1AL&W24-1A,RTWO LANE DOUBLE REVERSE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1AL&W24-1AR,TWO LANE DOUBLE REVERSE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1AL&W24-1AR,TWO LANE DOUBLE REVERSE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1AL&W24-1AR,TWO LANE DOUBLE REVERSE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1BL&W24-1B,THREE LANE DOUBLE REVERSE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1BL&W24-1B,THREE LANE DOUBLE REVERSE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1BL&W24-1B,THREE LANE DOUBLE REVERSE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1BL&W24-1BR,THREE LANE DOUBLE REVERSE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1BL&W24-1BR,THREE LANE DOUBLE REVERSE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1BL&W24-1BR,THREE LANE DOUBLE REVERSE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1L&W24-1R,SINGLE LANE DOUBLE REVERSE CURVE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1L&W24-1R,SINGLE LANE DOUBLE REVERSE CURVE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W24-1L&W24-1R,SINGLE LANE DOUBLE REVERSE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,,
W2-5,Y SYMBOL SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-5.jpg,ETC
W2-5,Y SYMBOL SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-5.jpg,ETC
W2-5,Y SYMBOL SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-5.jpg,ETC
W2-5,Y SYMBOL SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/W2-5.jpg,ETC
W25-1,ONCOMING TRAFFIC HAS EXTENDED GREEN SIGN,"24""x30""",  24.00 ,  30.00 ,  5.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/SVG/w25-1.svg,SVG
W25-101,INCIDENT AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w25-101.png,PA Highways
W25-101,INCIDENT AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w25-101.png,PA Highways
W25-102,TRUCK INSPECTION AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w25-102.png,PA Highways
W25-102,TRUCK INSPECTION AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w25-102.png,PA Highways
W2-5-1L,Y SYMBOL SECONDARY LEFT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-5-1l.png,PA Highways
W2-5-1L,Y SYMBOL SECONDARY LEFT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-5-1l.png,PA Highways
W2-5-1L,Y SYMBOL SECONDARY LEFT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-5-1l.png,PA Highways
W2-5-1R,Y SYMBOL SECONDARY RIGHT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-5-1r.png,PA Highways
W2-5-1R,Y SYMBOL SECONDARY RIGHT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-5-1r.png,PA Highways
W2-5-1R,Y SYMBOL SECONDARY RIGHT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w2-5-1r.png,PA Highways
W25-2,ONCOMING TRAFFIC MAY HAVE EXTENDED GREEN SIGN,"24""x30""",  24.00 ,  30.00 ,  5.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/SVG/w25-2.svg,SVG
W25-3,BUS INSPECTION AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE VII,,,PRODUCT,GRIMCO,EA,,,,DGVII,https://etc-images.netlify.app/images/PA-images/w25-3.png,PA Highways
